,Unnamed: 0,title,guest_favorite,rating,number_reviews,type_host,hosting_time,price,all_reviews,complete_data_list
10,10,Modern Guesthouse in Las Vegas,True,"Rated 4.91 out of 5 stars.
4.91",,Superhost,1 month hosting,€ 95 ,"['Wonderful place to stay. Ashley was flexible with checking in which was amazing. Thank you again for the stay.', 'Thank you!!', 'Very well kept place. Ashley’s instructions made it easy to find it and check in. The cleanest and most well kept airbnb we’ve stayed at for a great price! Thank you! We will be back!', 'Great place, easy to book, fast responses', 'It was a nice place to stay. Easy to access. Really quiet and peaceful area. Easy to reach out to Ashley and fast replies. Las Vegas strip is like 15-20 min distance. A nice place to stay overall. I would stay here again. Thank you Ashley.', 'Amazing bnb']",['4 guests · 1 bedroom · 2 beds · 1 bath']
11,11,My lovely studio apartment,True,"Rated 4.94 out of 5 stars.
4.94",,Superhost,3 years hosting,€ 128 ,"[""I stayed at this airbnb during my visit at Las Vegas and I enjoyed it. The place was very nice and clean. Not too far from all of the action that takes place in the city! Also, Alejandro was such a great host, he's very helpful in whatever you need! I would definitely stay here again!"", 'The place is quiet and a good starting point to explore Las Vegas. We felt very comfortable and had everything we needed.', 'A great family feel, and as always, Alejandro is very responsive to questions .\nWe enjoyed our trip and loved how easy it was to visit Las Vegas knowing we had a great place to retreat to', 'Nice stay for a couple of days, no complaints!', 'Enjoyed our quick weekend stay. Had a great AC unit during the Vegas Summer', 'Great place..']",['2 guests · 1 bedroom · 1 bed · 1 bath']
12,12,"*NEW*Hotte Suite 1b/1b Condo, just off the strip",True,"Rated 4.94 out of 5 stars.
4.94",,Superhost,8 months hosting,€ 80 ,"[""I cannot rave enough about Tracey and her place! If I could give 100 stars for the review, I would! First, Tracey is an outstanding host. She provides kindness along with crystal clear, instructions, and help if you should need it.\nHer place is absolutely beautiful! I felt like I was in a home away from. She makes certain you have all the supplies you will need for your stay. The place was extremely clean, the kitchen, bedroom, and bathroom were very well stocked. The bed is so comfortable! The patio is so relaxing and she even has cable so I could watch the shows I like when relaxing at night. My hubby was able to watch his beloved Colorado Buffaloes play during our stay.\nAll in all I would highly recommend Tracey's place if you are visiting Vegas!"", 'Very beautifully decorated house, and very clear and prompt instructions by the host', 'Thank you Tracey, my wife and I enjoyed our stay! Enjoyed the big TV in the living room when unwinding from fun on the town.', 'We spent 2 nights in the apartment which is quiet, very pleasant, very well appointed with taste and very functional. Nothing is missing. The pool is nice. Access to the residence is controlled by a security guard. Parking is not a problem. Tracey is always responsive. We used our car to get to the Strip. Highly recommend this apartment.', 'Close to the center, yet cozy in the housing estate where the apartment is located. You can feel completely safe here.\nThank you!', 'We highly recommend Tracey’s Airbnb. Very clean, well decorated and the bed is comfortable. We would stay at her place anytime again. Thank you so much Tracey!']",['4 guests · 1 bedroom · 2 beds · 1 bath']
13,13,"Pool, Pups, Super Host- Close To The Action!",True,"Rated 4.90 out of 5 stars.
4.90",,Superhost,8 years hosting,€ 82 ,"['Very nice easy going people!\nMelissa is a very communicative host. I felt very welcome.\nMelissa and Elektra are both really fun lively people. I wish that I had stayed longer because they seem SO fun. I was only there one night and the jet lag had got to me sadly.\nI really enjoyed the decor with all the animals and butterflies. The bathroom spotless and the sheets were so soft! I found it really thoughtful that there was some body lotion labeled ""for my guests""\nThere were lovely dogs too I wish I could have spent more time with also!\nIf I return to Las Vegas I would consider staying again but for longer!', 'I loved my time at Melissa’s house ! It really felt like coming home! They took such good care of me & the dogs are just adorable & so nice! The neighborhood is calm & quiet, & there is walking distance to the local busses from the house & easy access to the strip ! I’ll definitely be back !', 'Melissa is very kind and offers help in many ways. A nice spot to get some rest. Thankful that it was available.', 'Melissa and Electra made me feel right at home. The house and room were very cozy and the dogs were awesome.\nGetting around was easy from the location and there are also some shops in walking distance. I’d definitely book there again.', ""I was lucky to book Melissa at the last minute. She was very responsive and friendly and sent me everything I needed to ensure a smooth arrival and check-in. It's a great place—a super comfy bed, a spotless house, and three of the cutest dogs ever. I didn't have time to swim in the pool, but it looked inviting!! I highly recommend it."", ""Melissa's place was lovely. Very nicely decorated and clean, even with three lovely dogs. Her and her roommate were lovely and made me feel so at home. Would 100% stay again!""]",['1 queen bed · Shared bathroom']
14,14,Lovely & private guest apartment,True,"Rated 4.98 out of 5 stars.
4.98",,Superhost,1 year hosting,€ 233 ,"['Great place to spend a night on our road trip! Place was as described and pretty comfortable!', 'We felt right at home! Easy check-in, very comfortable bed and everything you need. For the price and location just great :)', 'Very nice neighbourhood and super good facilities with kitchen bathroom and washing machine and tumble dryer! It took us only 10-15 mins to go to Las Vegas Strip!', 'The apartment was close to everything from the airport to the strip to Fremont. The place was super clean! We felt secure knowing there were 2 locks to get into the apartment and cameras around the house.', 'The place was clean and well decorated. Yunesi was helpful and responsive. She was very accommodating.The bed was comfortable but my son did say the pullout couch was not too comfortable and you do need to leave the bedroom door open at night so the front room is not too hot. It was close to the strip and airport which was nice.\nThe actual street it was on was fairly quiet and seemed safe. There are cameras on the property and 2 locked doors to get in which made it feel safer.', 'We had such a peaceful stay here. This Airbnb was spotless and there was everything we needed. Thank you!']",['3 guests · 1 bedroom · 2 beds · 1 bath']
15,15,The Cozy Private Room With NO Share Areas.,True,"Rated 5.0 out of 5 stars.
5.0",,Superhost,3 years hosting,€ 176 ,"['Definitely recommend staying here! It’s clean, comfortable and has everything you need away from home. Angie is very attentive and detailed oriented! It was a great experience over all.', 'I had a fantastic stay at Angie’s and Juan’s place! From the start, Angie was extremely responsive and communicated quickly, making everything smooth and easy. One great perk was being able to park my car in the driveway, which was super convenient.\nAngie and Juan thoughtfully provided everything I could possibly need, making me feel right at home. The bed was incredibly comfortable, and I slept soundly every night. The place felt very private, safe, and peaceful, with no noise at all – perfect for relaxing.\nThank you, Angie and Juan, for such a wonderful experience! I’ll definitely be booking with you again on my next trip.', ""The apartment was probably the cleanest Airbnb apartment we've ever been to. The kitchen and bathroom were also extremely well equipped and the location was also very quiet but still central."", 'We had a great time at the Cozy Private Room in Las Vegas! Angie & Juan set up the room w/ everything we needed for a week’s stay. We’d definitely stay here again. It was quiet & private. The room is large enough so we didn’t feel on top of each other. The bathroom is also large w/ lots of places to hang up towels, robes, etc. - and w/ a makeup vanity. There’s a nice outside area to sit & relax. We enjoyed coffee & tea there most mornings. It, too, is private. And it’s covered. We didn’t use the electric grill, but made a lot of use of the microwave, Keurig & toaster. There’s a market a couple blocks away, so we walked to get some food supplies for breakfast & a couple lunches.\nThis room is not close to the strip, but that ensured it was quiet and restful. The bus stop is just around the corner, so we usually took the bus to the strip each day and then Ubered back. $5 for 24-hour bus pass. $30-ish for Uber to airport or downtown. We highly recommend this cozy private room.', 'Centrally located, quiet, comfortable. Hosts were welcoming and responsive. Met our needs perfectly. Would stay here again.', 'Absolutely perfect! Pictures don’t do this space justice. It’s clean, cozy and private (as advertised). The most comfy bed I’ve ever slept in and nice fluffy linens. Perfectly clean, and the private outdoor space is a nice spot to relax after walking around all day. Juan and Angie are the perfect hosts! Highly recommend staying here.']",['2 guests · 1 bedroom · 1 bed · 1 bath']
16,16,Adorable Sendera Santa,True,"Rated 4.94 out of 5 stars.
4.94",,Superhost,3 years hosting,€ 84 ,"['Amazing host and place to stay if you want something close to the strip but quiet at night. I highly recommand!', 'The place was very pleasant, most of all Debra is very easy to get along with and makes everything simple. She is very communicative and shares a lot of information about Vegas.\nI would definitely come back if I travel to Vegas again.', 'The hot water was very comfortable, the bed was moderately hard and the Halloween decor at the door was lovely', 'I had a wonderful stay at Debra’s place! She was incredibly helpful and friendly, offering great suggestions for places to visit in the area. The check-in process was smooth, and getting to the place was easy. The accommodation was spotless and comfortable, making my stay very enjoyable. Highly recommend staying here!', 'The location is great (about 10 min from the strip). Debra is a great host. She is nice and friendly. She was quite responsive and accommodating of my check-in hours as I had to check-in after midnight.', 'Debra was responsive, really nice to chat with, and the house was nice and clean. Would definitely recommend!']",['1 queen bed · Shared bathroom']
17,17,Cozy Studio near the Strip,True,"Rated 4.93 out of 5 stars.
4.93",,Superhost,5 months hosting,€ 59 ,"['Dayana was very responsive when communicating through messages. Her Airbnb was easy to find located near the airport and close to the LV strip. This place is great for the price. Located in a modest family oriented quiet neighborhood. Her place has everything you would need for a short stay.', ""If you're looking for a cool spot, this is the place to be. Las Vegas sun is relentless but not here. I loved my stay. It was conveniently located. I would definitely stay there again."", ""Dayana's studio was a great value for my trip to Las Vegas. Everything was as advertised."", 'Excellent place', 'Dayans place was perfect for my short stay. Check in was a breeze. Place was really clean and comfortable. Nice and spacious for a studio. Has everything you need. Would definitely stay here again', 'Dayana’s place was great! Really enjoyed my stay.']",['3 guests · Studio · 2 beds · 1 bath']
18,18,Milan st1,True,"Rated 4.83 out of 5 stars.
4.83",,Superhost,3 years hosting,€ 91 ,"['Very nice place', 'The stay was very comfortable. The place was clean and really worth the price', 'Great place. Close to a park, several restaurants, and Las Vegas dome connection.', 'Cute place, very clean and tidy. Host was always quick to respond and polite. Thank you!', 'Mauricio’s place was wonderful for a weekend getaway for two. The place looked just as pictured. Located near everything off and on strip. Very responsive', ""The apartment is great! It's all very limpid, tidy! The neighborhood is quiet and residential.\nIt is 20 minutes from the Strip.\nThe only defect is the curtain, which does not cover all the lighting that enters the room.""]",['2 guests · 1 bedroom · 1 bed · 1 bath']
19,19,"Own private entrance, nice private cozy room",True,"Rated 4.91 out of 5 stars.
4.91",,Superhost,8 months hosting,€ 69 ,"['Staying at Juan’s place is always a pleasure. I would definitely stay here again. Juan is very helpful and responsive. He definitely cares about his guests and wants to make sure everything is accommodating.', 'I really enjoyed staying here as a solo traveler for a couple nights. The space is lovely. Juan was friendly and kind, though I did not meet him in person. I highly recommend this location for a solo traveler, in particular, if you need a place to stay in Las Vegas for a few nights at a very affordable price.', 'Friendly and helpful host. I felt very comfortable here. The bathroom is super nice. This was close to the venue I came to town for, and that convenience was great. Would recommend!', 'Juan was an excellent host. The room was clean when I arrived. There was ample parking on the street.', 'Perfect place for the strip. Cozy, comfortable and clean with great facilities. Will definitely stay again. Highly recommended.', ""This airbnb was a smooth experience from start to finish!\nA quiet, peaceful neighborhood with plenty of parking and a quick drive to the Vegas Strip!\nJuan was communicative and made me feel certain that he would be ready to assist with anything if needed. This helped me enjoy my stay as I communicate when needed, otherwise, I enjoy my privacy and space.\nThese commonly hit or miss airbnb subjects were all perfect at Juan's airbnb:\n-Wifi: Fast speeds allowed me to use the internet quickly on both my laptop and phone. The streaming speed was perfect as I logged into my Youtube account, via the tv, and streamed seamlessly.\n-Temperature control: The quaint accommodations allowed the AC and ceiling fan to maintain a perfect temperature throughout.\nEverything was in working order and was clean, comfortable, and cozy.\nI will definitely be booking Juan's airbnb on a future Vegas visit!""]",['2 guests · 1 bedroom · 1 bed · Half-bath']
20,20,Private room close to strip,False,4.85,26.0,normal_host,2 years hosting,€ 89 ,"[""overall, we had a great time at H. 's place definitely more than great value for money. His dogs are beautiful and super friendly.\nmaybe the bathroom didn't shine for cleanliness, but the price was really great.\nthere is only one to consider that it is about a 20-minute walk from the strip, which is not so much, but the stretch of road is rather degraded by the presence of toxicants, so on the return, at night, we preferred to take a taxi (consider 15 / 20 dollars the run).\non his part, asking H for tips on how to get around, we received a rather generic response.\nthere is the possibility of parking the car in the courtyard of the residential complex, which is a great advantage."", 'Had a great stay at this place. The room is well equipped but the bathroom has a lot of hair. The location is near to the downtown. Overall it was nice.', 'Room matching the description, no particular surprises at check-in.\nVery welcoming host and present if you need anything else.', 'Great, everything was exactly like it was described!', 'Great stay in Vegas. Clean room, lovely dogs. Can recommend!', 'It was good value for money and comfortable. The puppy is quite cute. I want to use it again.', 'thanks for having me ,the host was down to earth and nice .', 'It was great staying at her place! She’s a cool person to be around. Great person!', 'Very good for stay', 'the owner very nice. dogs very sweet', 'Thanks!', 'Was in love with the cute dogs and host was very nice when we briefly chatted. Gets the job done but could be a little cleaner.', 'She was super friendly and even accommodated my best friend! Would definitely stay again.', 'Great hosts, definitely will book again!', 'I really enjoyed Hendrix. I respect this business because my safety and comfortability is always considered. Thank you for hosting my stay & making sure I made it in safe.', 'Our stay was great, everything very clean, comfortable bed and great location. The hostess is very nice. Highly recommend!', 'Had a great stay. Host is kind and understanding.\nWould definitely stay again', 'Host was very clear with instructions and friendly . 5 star recommend to anybody', 'It’s was a great stay. The host was nice and I had a great time.', 'Had a great stay 👍', ""H was very responsive to all texts written to the host and was very helpful in being flexible with the check-in time due to unexpected travel delays.\nthe rooms were very clean very tidy there was plenty of space for storage and empty nightstands on each side of the bed the linens for the bed itself were very clean and washed recently.\nthe bathrooms themselves were very clean and everything was spotless to our liking.\nfor only staying one night I can say that I definitely enjoyed my stay and felt very at home and comfortable with my significant other.\nI would recommend this spot for anyone who is just going to crash by Las Vegas for a spell and enjoy themselves we did not get a chance to figure out if the pool next to the apartment was accessible but if you're staying longer I would recommend asking somebody.\nall in all the stay with H was a good start to a memorable weekend I highly recommend this host. and you can't forget the beautiful dogs that were there to greet us."", 'Good', 'quite good but you should like dogs!!!', 'Very nice. Great location.', 'Awesome host i enjoyed my stay', 'The room was nice, cozy and clean. Easy to check in. Dogs were so adorable and good, definitely would like to stay again.']",['1 bed · Dedicated bathroom']
21,21,34th Floor Strip View at Palms Place w/balcony!,False,4.78,55.0,Superhost,1 year hosting,€ 194 ,"['Nice weekend Vegas stay right off the strip with a great view and plenty to do', 'This place has the best views of the entire Strip. Loved the entire unit. Will definitely be coming back in the future .', 'Great stay and excellent communication.', 'Great view, comfortable stay.\nWould stay again!', 'I’ve stayed a few times at this unto and it has been awesome. No issues and a great deal.\nThank you', 'Great Stay. Host is very kind, and responds back. Place is clean and tidy.', 'Our stay was very good. Everything was as listed and the view was incredible.', 'Great stay!', 'Tippi was so so communicative! I told her a few of my concerns/questions and she immediately responded and solved a problem of mine that was not even her issue! She was awesome. Great price.', 'Everything was great, as described. no issues.', 'Great hosts.\nI’ve just been fortunate enough to know luxury, i paid almost $2000 for this, and couldnt even propose to my woman because of how filthy the balcony windows were. The bathroom/shower has a old gym smell, and the refrigerator, smelt like complete disgust. i just expect a bit more and spending $500 on a deposit..', 'Great spot, everything was exactly as described. it was a wonderful stay not a complaint from me. 10/10 would recommend', 'The palms condos are\nNice, showing signs of age (work furniture, stains etc) but overall decent Vegas stay. Host is very responsive and nice!', 'Very nice space', 'Toppis place was awesome. I checked in with ease. thank you Tippi for everything. I loved you unit', 'The space was perfect for us two! Decor, chic, sophisticated yet comfortable.\nReally appreciate having appliances.\nThe views of the mountains and Las Vegas strip were breathtaking.\nHighly recommend!', 'Overall, this was a pleasant stay. I think this place is a good value since it isn’t a hotel.\nThings we liked: view from room, hosts were responsive, the gym was great, free parking, bed & pillows were SUPER comfy, and the rainfall shower felt decadent. We also thought the kitchen had enough supplies to warm up and eat leftovers.\nThings we didn’t love: The parking structure is not connected to the building. You have to exit the structure and walking in the drive area. The Palms didn’t do a good job planning for how people get from parking lot to structure. The check in process wasn’t like typical Airbnb’s—think of it more of like a hotel, where you have to get card keys from front desk. The pool had limited hours (10 am-6 pm), which was a bummer. Last note: the place is pretty clean.\nThe jury is still out on whether I’d stay here again, but it definitely would be a place I consider in my research', 'Beautiful place i would be glad to stay again\nHighly recommended', 'My fiancé and I thoroughly enjoyed our time here. We had an issue logging into the WiFi and Tippi was extremely kind and immediately responsive.', 'Super dope place to stay and amazing view of the strip will definitely Go back.', 'Very nice high level apartment. We had really great time in Las Vegas', 'Loved the location and the place was clean. Would stay again on my next trip to Vegas!', 'Great view from the accommodation, good parking facilities and centrally located. Everything is easily accessible by car.', 'The part being on 34 floor. The view is amazing. The bed was comfortable. The bathroom was incredible. I like the fast response. I like the room service didn’t really get to go to the pool, but the casino was great. Thank you', 'Clean and great place to stay at !!', ""The bathroom area is my favorite part of the place. I loved the shower that connected to the jacuzzi! Overall the place was very clean and exactly what we expected. The host is very responsive and will answer all of your questions.\nDuring our stay, we had our key stop working twice. This was at no fault of the host, as it was the hotel's issue. Regardless, it was still an inconvenience."", 'This apartment is great value for money, the view was great, the room was extremely spacious and it was in a very accessible location to the strip. Tippi made my stay here so easy, she responded promptly to every request and was very friendly. Would definitely stay here again.', 'Just lovely. The staff at Palms Place were super friendly and helpful.', 'Enjoyed the place , thank you .', 'Great stay, all that was advertised', 'Out of all the Airbnb’s in Vegas this is definitely one of them. It’s fine if you only plan on spending very little time in the room and only using it to sleep. Nothing was really wrong with the room (other than the weird smell) but there was nothing about the experience that made it stand out.', 'Really loved staying at Tippi’s place! She was friendly, responsive, and her place truly was pristine. Would absolutely rent again! Well worth the value. You get complimentary valet, great restaurants, Netflix in the room, and no resort fees with this place!!! Truly a wonderful experience!!', 'Tippi was very nice and responded quickly to our inquiries.', 'Beautiful place! This condo is inside Palms Place, which is adjacent to Palms Casino. There’s an indoor connection to the casino that was so vital considering I was there on a hot weekend and it was air conditioned. The place itself was clean, spacious for a single and had an amazing view of the strip. We were 34 stories up so the views at night were beautiful! Secured entrance and there was a doorman at the entrance to the building and at the entrance to the corridor that leads to the casino. Great stay!', 'Tippi’s place was clean and as described in the ad. We had problem with the coffee machine and Tippi was reaponsive on helping us resolve the issue. The place is close to Walmart, fast food restaurants, pharmacy and the strip (of course)', 'Tippi is a great, committed and very helpful host.', 'Used the gym- clean and large with lots of weights and cardio. Clean and not packed. Overlooks is part of pool patio.', ""The room is great, the location is great (10 minutes from everything by car)\nOn the other hand, don't go to 4 because the second bed is awful.\nAnd the first one is average"", 'Nice place at a nice price', 'Regarding a place to stay, it’s fairly accurate of a place. Be prepared to wait a bit at the elevators but overall pretty nice place. The one thing that’s unfortunate is the hot tub closes at 5 pm, which defeats the point of a hot tub.', 'Nice place would visit again', 'All good!!', 'we stayed on the 34th floor, and it was all amazing to see the lights of the strip. I will definitely keep this as a favorite.', 'Worked great for our vacation to Vegas.', 'This spot was amazing, we stayed here the night of our wedding and it was so clean and the views were great!', 'Absolutely gorgeous! Loved the view.', 'Place was awesome. Just wish I could go on the balcony. But overall experience was awesome.', 'Beautiful unit with great view, spotless and exactly as described. Bed was super comfortable. It’s a hike to the strip from the unit which was okay for us but if you’re looking to be in the action it’s a long walk/short Uber away.', 'Gorgeous view which added to our Vegas experience. Condo was clean and spacious. Easy to check in and park. Convenient to eating out and the Strip. Would stay again!', ""We had a great time at Tippi's accommodation. The apartment is spacious and clean and the view over the city is fantastic. Tippi is very helpful and responded quickly to our messages. We would definitely stay here again!"", 'Thank you so much Tippi! We will definitely rent again!!', 'Love this view! Great place and tippi was great!', 'It was close to all the activities without the crazy strip traffic . Would stay again in the future !', 'Everything was good with Tippis place. If you are going to cook there aren’t extras at all salt and pepper and that’s it. Which is fine we were prepared. Unfortunaty the internet in the palms was down the whole time and we would have to call the internet provider every night which took us at least a half hour every night to getting 24 hours of basic service. Was like being back in 80’s. No reflection on tippi though just unfortunate.', 'Great place to stay at! Impressive views on Las Vegas and spacious bathroom, bedroom/living room and balcony. We would come back.']",['4 guests · Studio · 2 beds · 1 bath']
